track_id,genre_track,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4CNMc33n2iv6iedE7SHbS8,kpop,214466.0,False,0.764,0.906,6.0,-3.03,1.0,0.107,0.149,0.0,0.244,0.635,117.976,4.0
5o4KaMwVMwOktLNiTI5p2S,kpop,185786.0,False,0.58,0.531,1.0,-1.882,0.0,0.0343,0.719,3.77e-06,0.0629,0.77,119.877,4.0
1drtye6aj8Eq8pFyDepViH,kpop,42364.0,False,0.528,0.464,9.0,-7.163,0.0,0.0612,0.00134,0.898,0.33,0.849,101.999,4.0
2jRog1QYFYQVl048eQZQRX,kpop,143750.0,False,0.745,0.874,6.0,-4.715,0.0,0.264,0.0959,5.38e-06,0.0294,0.733,192.074,4.0
4NI1qkUvSf3bxx3WUHoZdF,kpop,196213.0,False,0.644,0.885,7.0,-4.033,1.0,0.0908,0.143,0.0,0.323,0.62,159.879,4.0
1nvUGYsK4A9NkRJhzScTZG,kpop,281846.0,False,0.821,0.464,9.0,-6.69,0.0,0.128,0.341,0.0242,0.126,0.441,131.05,4.0
53UW6iqxfzHvk3BGRDfaUD,kpop,253973.0,False,0.221,0.871,10.0,-4.904,0.0,0.0727,5.48e-05,0.141,0.0653,0.359,107.07,4.0
2Q8GlJ9FGvtnOLQCXcQPto,kpop,201290.0,False,0.625,0.735,7.0,-4.358,1.0,0.0366,0.186,0.0,0.318,0.626,129.957,4.0
7di3FJUznOqN81Qp8bJOGS,kpop,189253.0,False,0.715,0.985,10.0,-6.062,0.0,0.0505,0.000343,0.0135,0.0798,0.705,142.081,4.0
2QNo7gQKdlvmZ53TX96ieh,kpop,189856.0,False,0.636,0.876,11.0,-3.039,1.0,0.0568,0.142,0.0,0.222,0.781,159.94,4.0
5C2d3tz8WACjmw7T6TthQ2,kpop,209746.0,False,0.742,0.847,11.0,-2.763,0.0,0.0485,0.00117,8.49e-06,0.142,0.516,112.95,4.0
00vF8zwVpCsdWEfaPIwDHL,kpop,79266.0,False,0.709,0.519,8.0,-8.579,1.0,0.044,0.68,0.0001,0.322,0.669,128.777,4.0
2pFvmyLZsDDIptsHuF84N4,kpop,127384.0,True,0.877,0.825,7.0,-2.736,1.0,0.142,0.00237,0.0331,0.105,0.634,130.061,4.0
6Rw9w4IbFGIELS4Xo0Vq7W,kpop,187861.0,False,0.641,0.749,4.0,-8.819,0.0,0.0787,0.008,0.0,0.0876,0.398,128.024,4.0
0iCN2DAOdT0bmCEzpZJ2kG,kpop,101889.0,False,0.946,0.27,1.0,-13.825,0.0,0.433,0.189,0.0,0.0568,0.897,131.09,4.0
6QJbjDtSrVgDijIQ34l6Dx,kpop,197336.0,False,0.658,0.76,7.0,-6.509,1.0,0.0322,0.0388,0.0,0.127,0.534,121.973,4.0
6LfIsG2zlS5jVRCKTe9MyQ,kpop,161194.0,True,0.891,0.48,0.0,-10.97,1.0,0.127,0.011,0.00486,0.124,0.55,134.009,4.0
2CYluBwmf41afG1VNFtVmf,kpop,193809.0,False,0.773,0.445,2.0,-5.731,0.0,0.0532,0.0264,0.939,0.115,0.653,126.033,4.0
0B1Mh7Nmr87Yjh3lD6HMnh,kpop,39346.0,False,0.81,0.239,4.0,-10.383,1.0,0.0531,0.608,0.638,0.168,0.784,121.964,4.0
226W2KghWPZEEiO3BecShv,kpop,163673.0,True,0.67,0.731,11.0,-5.43,1.0,0.518,0.293,0.0,0.0888,0.612,76.385,4.0
3NOfEXtuVTUQ67s22l0dod,kpop,203629.0,False,0.682,0.619,2.0,-6.098,1.0,0.0399,0.722,0.0,0.145,0.651,115.978,4.0
5ylxCGUtkEsiPDLErpV7mX,kpop,241391.0,False,0.628,0.65,7.0,-5.584,1.0,0.116,0.0923,9.46e-06,0.112,0.31,133.853,4.0
0mQKElARQPjfdq1LOxUKYS,kpop,248068.0,False,0.31,0.571,1.0,-7.455,1.0,0.0426,0.12,0.0,0.0683,0.259,165.88,4.0
7yEtxs3P6esjF1z5W6uH43,kpop,185220.0,False,0.816,0.63,5.0,-5.589,0.0,0.0622,0.0228,2.1e-06,0.615,0.543,121.028,4.0
3CYbObEGUj4HYrQVjCpcmf,kpop,171781.0,True,0.878,0.451,6.0,-8.832,1.0,0.157,0.321,0.0,0.0838,0.405,101.995,4.0
7bTSZA64kmmd2biBbcsCUk,kpop,132587.0,True,0.718,0.66,2.0,-7.39,1.0,0.325,0.363,0.0,0.159,0.659,142.879,4.0
6fpxnl1pSNN6y2HN53muZ2,kpop,222000.0,False,0.672,0.309,4.0,-15.847,1.0,0.0335,0.981,0.925,0.134,0.46,115.019,4.0
4s6AfiAtpblyNLo3s4ZSGk,kpop,417500.0,False,0.353,0.217,7.0,-13.956,1.0,0.0344,0.988,0.899,0.107,0.115,98.214,4.0
1KE1eG1NQ5uPRcvthP6eEZ,kpop,191682.0,False,0.721,0.81,4.0,-5.33,0.0,0.0916,0.0517,0.0,0.106,0.864,118.054,4.0
34RA1vG0gwiNBDdOUKmX1w,kpop,241133.0,False,0.654,0.761,5.0,-3.652,0.0,0.253,0.0345,1.82e-06,0.0244,0.577,167.852,4.0
3EQIa6kkY5EqXQgmt3djvi,kpop,39160.0,False,0.418,0.0875,7.0,-19.989,1.0,0.0613,0.965,0.00947,0.0495,0.579,196.779,4.0
5vWxHje3VHomfrnuHnw424,kpop,235893.0,False,0.71,0.836,5.0,-1.711,1.0,0.0567,0.417,0.0,0.0769,0.793,140.977,4.0
1PRuvblJpJGMZTnBAeuqcC,kpop,207888.0,False,0.615,0.756,10.0,-4.408,0.0,0.0664,0.195,5.43e-06,0.128,0.684,96.024,4.0
5meWaXzEeutpR0KZDKVIxd,kpop,262338.0,False,0.457,0.939,2.0,-5.366,0.0,0.136,0.0072,0.00524,0.539,0.421,149.894,4.0
5l3LfZK2KAptIvsCT837kf,kpop,216000.0,False,0.63,0.898,8.0,-4.958,0.0,0.0879,0.00231,8.77e-06,0.247,0.905,100.01,4.0
4raFe0GXOWT2UpDDRgKsDZ,kpop,244000.0,False,0.648,0.492,4.0,-5.408,1.0,0.0403,0.785,0.0,0.295,0.262,90.057,4.0
3jTMS2RdwXQwX4pLGiPrdY,kpop,227814.0,True,0.732,0.807,9.0,-9.43,1.0,0.152,0.383,0.0,0.11,0.756,127.084,4.0
0G0BYtC5WewH6Ocqm1P7vc,kpop,163159.0,False,0.861,0.469,1.0,-6.198,0.0,0.0831,0.0797,0.0,0.104,0.781,105.04,4.0
76C1Ziyl5oNBtsHimtF68u,kpop,248000.0,False,0.43,0.319,9.0,-9.034,0.0,0.0306,0.556,0.0,0.26,0.186,141.663,4.0
033iPsJfN6c6bofgqiGppU,kpop,40936.0,False,0.561,0.0828,9.0,-20.2,1.0,0.0669,0.967,0.000173,0.0623,0.969,93.96,4.0
5bMHrigI1EAmZdiyRzKoQi,kpop,191200.0,False,0.816,0.842,8.0,-1.164,0.0,0.115,0.509,7.94e-06,0.0534,0.625,152.991,4.0
3Gl98w0wuut1L7KtNgqiEN,kpop,316750.0,False,0.43,0.0293,10.0,-26.234,0.0,0.05,0.989,0.944,0.118,0.177,134.78,4.0
1OhotmnsJBmsHaKwACYMgJ,kpop,179240.0,False,0.81,0.841,7.0,-1.843,1.0,0.097,0.0443,0.0,0.161,0.697,112.002,4.0
5vcWzO1FECzl3ANg0WaeJY,kpop,207835.0,False,0.638,0.977,1.0,-5.363,1.0,0.162,0.337,0.0492,0.222,0.538,96.973,4.0
4sun4ElAdl3WtLeiQIHcR9,kpop,202250.0,False,0.456,0.41,0.0,-6.565,1.0,0.0478,0.692,0.0,0.107,0.118,132.432,4.0
6ng2974W80fLP25HOEE6lE,kpop,195253.0,False,0.69,0.499,11.0,-6.296,0.0,0.0313,0.572,0.000186,0.117,0.293,83.038,4.0
2RnKifnMGY9qWQxu1chxFa,kpop,201290.0,False,0.625,0.735,7.0,-4.358,1.0,0.0366,0.186,0.0,0.318,0.626,129.957,4.0
2mXob5qORCGakAUwnoEwBG,kpop,217399.0,False,0.814,0.635,1.0,-9.084,1.0,0.0452,0.00279,0.000329,0.0368,0.575,127.961,4.0
6o0kAdFfmXdxQuvUw43GrT,kpop,214975.0,False,0.736,0.254,11.0,-14.561,1.0,0.0298,0.945,0.067,0.108,0.151,103.891,4.0
00LTbDBdPxTeTzZT5Y66Ug,kpop,129404.0,False,0.708,0.924,4.0,-4.881,0.0,0.213,0.0218,0.0,0.445,0.36,127.983,4.0
18MzqXi8Tt9MFzG8jO70t7,kpop,193320.0,False,0.894,0.56,4.0,-6.526,1.0,0.144,0.232,0.00559,0.132,0.31,122.99,4.0
5KYJvgNQRdTDvhDNHiUzag,kpop,195133.0,False,0.71,0.827,0.0,-2.071,0.0,0.065,0.258,0.0,0.286,0.561,131.932,4.0
4TrfLtvy7uBDHaf3EkfaLf,kpop,38707.0,False,0.633,0.396,11.0,-13.003,0.0,0.0374,0.63,0.945,0.294,0.752,124.098,4.0
5EtjojAGYVIxgmkXcFM9QW,kpop,30185.0,False,0.585,0.822,4.0,-5.193,1.0,0.239,0.313,0.0,0.547,0.962,124.913,4.0
3nKW10FBuKS1uMC9SJIxg6,kpop,226066.0,False,0.453,0.861,10.0,-3.924,0.0,0.103,0.277,3.73e-06,0.199,0.154,89.078,4.0
3liqOtIOxObydJiqru2wr8,kpop,181714.0,True,0.792,0.708,11.0,-5.166,1.0,0.0738,0.0957,4.87e-05,0.333,0.444,140.074,4.0
2anrWLT5ApKfsqq9A1Cpo0,kpop,98933.0,False,0.182,0.0861,7.0,-19.622,1.0,0.0435,0.895,0.861,0.274,0.0346,108.318,4.0
2zmVmiLxWtmDrvLtP3PZfJ,kpop,165454.0,False,0.773,0.697,1.0,-4.18,1.0,0.2,0.0796,0.0,0.177,0.18,132.001,4.0
3pm36WurcOecltuPc2tMql,kpop,35898.0,False,0.791,0.231,8.0,-12.136,0.0,0.106,0.6,0.897,0.0449,0.976,107.017,4.0
1abAIeSQCbdPcxWgiwDOmL,kpop,146000.0,False,0.809,0.765,0.0,-3.347,1.0,0.0392,0.0145,0.0,0.0625,0.684,107.025,4.0
06UOL50QYtDR5l06ohu88m,kpop,213622.0,True,0.657,0.597,11.0,-9.919,0.0,0.168,0.12,0.0,0.477,0.486,89.606,4.0
5KItSYnhIYxjv9Fi3LBp6t,kpop,159893.0,False,0.541,0.719,6.0,-6.071,0.0,0.0404,0.26,0.0,0.207,0.919,131.659,4.0
0pXdE1sfh3PA4CkbvJB7wv,kpop,254245.0,False,0.604,0.931,9.0,-3.211,1.0,0.0711,0.0564,0.0,0.0671,0.531,135.97,4.0
06SN33wHDLdQTH0sOMf8Eo,kpop,195000.0,False,0.775,0.574,7.0,-8.45,1.0,0.0607,0.132,2.34e-05,0.0688,0.325,100.02,4.0
1Dx7ysj6FdcpgXRyqKCvDB,kpop,141379.0,False,0.643,0.73,10.0,-9.811,1.0,0.0266,0.863,0.798,0.113,0.39,105.089,4.0
3CjR2HnOYB0fSQoMpl1lgh,kpop,219506.0,False,0.667,0.894,9.0,-5.115,0.0,0.0453,0.0431,0.0056,0.0412,0.811,144.953,4.0
1zdlIR7aYpRrImYUJXkROk,kpop,29373.0,False,0.53,0.563,8.0,-9.745,1.0,0.0306,0.184,0.763,0.302,0.457,130.643,4.0
408Zxgu2kJ7MX5II8NZlif,kpop,233745.0,False,0.634,0.571,2.0,-5.528,1.0,0.0313,0.142,7.58e-06,0.435,0.231,128.02,4.0
3MYxA1g970NTysgsn5e5fo,kpop,202501.0,False,0.798,0.812,8.0,-4.427,1.0,0.0629,0.00776,0.0,0.0825,0.9,123.994,4.0
3IGM6ph0w2fERLlyQtBoQt,kpop,216156.0,False,0.662,0.597,9.0,-5.569,1.0,0.031,0.0726,0.0,0.103,0.351,120.021,4.0
4WYc16FU0qrNj5zb3mTrNZ,kpop,27829.0,False,0.502,0.825,9.0,-8.403,1.0,0.0295,9.84e-06,0.772,0.203,0.96,137.954,4.0
6ZkNt6fWIMoqznNe5RRwRT,kpop,301834.0,False,0.542,0.69,1.0,-6.787,1.0,0.0966,0.291,0.0,0.351,0.221,163.956,4.0
6vbafkvao6NErZDTjh2sYC,kpop,218521.0,True,0.857,0.601,2.0,-5.837,1.0,0.0782,0.00103,1.58e-05,0.149,0.279,147.076,4.0
6J5OsvYel5WuIxCT6A0EBH,kpop,236293.0,False,0.655,0.988,11.0,-7.206,0.0,0.0437,0.0136,0.65,0.216,0.755,144.03,4.0
1ygmHMAn6HYtCrQ4fHqD0x,kpop,251293.0,False,0.657,0.698,4.0,-3.311,1.0,0.0351,0.446,2.27e-06,0.116,0.576,129.938,4.0
1rXztCAjdEWJjxCclqUosd,kpop,239321.0,False,0.72,0.963,6.0,-5.204,0.0,0.0351,0.137,7.55e-06,0.28,0.972,140.012,4.0
6JdMToPJM6FWu1wchVF3ki,kpop,245133.0,False,0.647,0.711,9.0,-5.253,1.0,0.294,0.349,3.24e-05,0.318,0.539,92.97,4.0
5ATknD0oUQ0hUyYgacapnB,kpop,198413.0,False,0.815,0.681,5.0,-7.016,0.0,0.0897,0.00575,0.0,0.0567,0.816,120.055,4.0
0Uq7l2W8MXJOsz8anZuRoF,kpop,157570.0,True,0.718,0.6,4.0,-8.223,0.0,0.355,0.463,0.0,0.0979,0.489,103.507,4.0
1ufVTaHd2fq4eMOPguwRiZ,kpop,208828.0,False,0.636,0.975,1.0,-2.179,0.0,0.0517,0.0611,1.48e-05,0.0846,0.936,139.983,4.0
3bjwxY6u1MFQheamA1rkcP,kpop,194573.0,False,0.791,0.589,1.0,-5.347,0.0,0.0439,0.508,0.0,0.121,0.615,120.91,4.0
0YJhT7PGbjExob2D3eBY8U,kpop,213591.0,False,0.538,0.873,1.0,-7.15,1.0,0.0752,0.0386,0.0,0.366,0.86,165.969,4.0
5KOK8pyHnFlZKu0FMbbon7,kpop,200666.0,False,0.591,0.798,1.0,-1.081,0.0,0.0289,0.554,1.42e-06,0.0879,0.513,123.852,4.0
6OPTro3HvzC6NzvwdjH09o,kpop,99428.0,False,0.899,0.175,0.0,-17.738,1.0,0.195,0.94,0.695,0.0744,0.623,140.006,4.0
7DjI5foCQ3UReMqFAdZWTL,kpop,203633.0,False,0.805,0.852,10.0,-2.253,1.0,0.0772,0.192,0.0,0.16,0.743,130.056,4.0
0ag6Um8TKZZPFBJ3Z7z3sn,kpop,237394.0,False,0.687,0.86,2.0,-1.589,1.0,0.0403,0.0435,0.0,0.0867,0.842,117.986,4.0
1EKaijlcDudlSlPXNvN9cL,kpop,181653.0,False,0.701,0.579,10.0,-5.673,1.0,0.0412,0.569,0.0,0.255,0.349,129.967,4.0
1CtMNE2pyHqKFiwcIHyKNb,kpop,129671.0,False,0.417,0.399,5.0,-2.446,1.0,0.0287,0.143,0.0,0.11,0.214,93.243,4.0
1QtccNjAEJ8OP5JSslCMMy,kpop,33593.0,False,0.471,0.325,9.0,-15.758,0.0,0.0372,0.718,0.867,0.0625,0.506,179.976,4.0
3aSw5M3Hw6YDitpY69FGo7,kpop,253518.0,False,0.384,0.713,3.0,-3.84,1.0,0.0378,0.164,3.68e-06,0.119,0.158,127.706,4.0
1MrR1zDcmxs6uAguXgUDxx,kpop,217125.0,False,0.677,0.738,2.0,-6.245,1.0,0.0313,0.526,0.0754,0.154,0.41,119.999,4.0
1iAD3N5mYxdSU4VZqRfFN4,kpop,260837.0,True,0.724,0.95,11.0,-2.038,1.0,0.298,0.52,0.0,0.121,0.661,100.008,4.0
434baZo99jvOx6y6oFeQZQ,kpop,208695.0,True,0.696,0.618,6.0,-6.696,1.0,0.197,0.166,0.0,0.108,0.812,115.019,4.0
2KJhc28mHDUqlppA6uRGZu,kpop,194586.0,False,0.495,0.791,11.0,-6.913,1.0,0.038,0.0849,0.0,0.156,0.667,186.855,4.0
6ywSF3o1SjDcmP6hSqTGF6,kpop,126653.0,False,0.887,0.456,0.0,-8.547,1.0,0.0803,0.0598,0.00495,0.0308,0.768,129.976,4.0
4gHFkS1H4Vaw81KQnJ2WOM,kpop,208482.0,False,0.77,0.947,5.0,-3.809,1.0,0.122,0.0666,1.32e-06,0.134,0.417,133.905,4.0
6kTJP4KJtJT1kWvyXUUt9q,kpop,199000.0,True,0.783,0.622,8.0,-6.291,1.0,0.24,0.0958,3.93e-06,0.198,0.636,144.937,4.0
3e52k8KqJdug69I4813As7,kpop,201600.0,False,0.748,0.594,7.0,-5.815,0.0,0.0418,0.0177,1.01e-05,0.248,0.333,99.991,4.0
6KSuHle82KF8YSG4f9UKKG,kpop,131386.0,False,0.566,0.305,3.0,-9.696,1.0,0.0307,0.324,2.85e-06,0.0773,0.592,76.305,4.0
59iWuzGcD3HY0PbiGm48Ve,kpop,246826.0,False,0.547,0.625,7.0,-4.751,1.0,0.0315,0.515,0.0,0.0566,0.218,97.082,4.0
3NyMaCkXe7quNeIF6FuEas,kpop,187227.0,False,0.662,0.896,10.0,-4.035,0.0,0.0379,0.0063,0.000332,0.267,0.595,105.976,4.0
5L3ecxQnQ9qTBmnLQiwf0C,kpop,185220.0,True,0.814,0.618,5.0,-5.614,0.0,0.0619,0.0386,3.34e-06,0.671,0.535,121.075,4.0
73gEzDLKZNPJms5HkSwBmd,kpop,106666.0,True,0.526,0.606,11.0,-8.113,0.0,0.262,0.209,3.31e-05,0.421,0.538,109.212,5.0
5OJFA4FvJAML5CgPzTjRM8,kpop,199146.0,False,0.765,0.877,5.0,-1.181,1.0,0.0699,0.0269,0.0,0.0587,0.876,125.958,4.0
7m0ZDWXw45QCASOW72Zgbp,kpop,231288.0,False,0.497,0.778,8.0,-7.061,0.0,0.087,0.281,0.0,0.308,0.661,100.074,4.0
2X1zCTkwxQRMkloiVlQ55e,kpop,198200.0,False,0.744,0.988,10.0,-1.388,0.0,0.0654,0.0889,7.94e-06,0.273,0.885,130.022,4.0
1Iv7MmldOIPHZS3DuOtv6E,kpop,121000.0,False,0.428,0.0367,10.0,-25.654,1.0,0.0501,0.994,0.905,0.121,0.222,135.777,4.0
4IES5wg7AXBZbMEQJjMbbV,kpop,193733.0,False,0.762,0.672,9.0,-5.277,0.0,0.073,0.463,0.0,0.205,0.507,128.001,4.0
5541Z6SuyNdvK6saRgSu0d,kpop,189250.0,False,0.628,0.901,0.0,-2.859,1.0,0.105,0.00686,0.0,0.215,0.542,119.961,4.0
7rRRMgjZaCjzutmwYMlGg1,kpop,268253.0,False,0.446,0.882,8.0,-3.685,1.0,0.0557,9.39e-06,0.0736,0.0649,0.517,118.145,4.0
2oJInAFXiQYLgz0jh9MrXf,kpop,181906.0,False,0.383,0.621,6.0,-5.878,0.0,0.113,0.0272,0.0,0.427,0.213,80.051,4.0
76al1ul1wEmolbqpd85Moo,kpop,220573.0,False,0.652,0.938,1.0,-1.168,0.0,0.062,0.153,0.0,0.137,0.824,114.87,4.0
1P82I2mkWONwwNnDLHo11g,kpop,147692.0,False,0.887,0.677,2.0,-4.592,1.0,0.252,0.0747,0.00462,0.179,0.734,90.961,4.0
3hWHWut9h1a5QFqesymrux,kpop,184502.0,False,0.87,0.633,0.0,-4.796,1.0,0.0495,0.0134,9.25e-05,0.0748,0.814,128.022,4.0
5QIWUtgYCSrulzyixMLgbM,kpop,169035.0,False,0.869,0.471,5.0,-5.432,0.0,0.0428,0.0555,0.000184,0.0783,0.536,123.09,4.0
3jpmRgGQzwDIUIzTZm8tgv,kpop,253400.0,False,0.677,0.85,10.0,-3.362,0.0,0.0467,0.0513,0.0,0.359,0.652,108.053,4.0
5G4d1PtWt3NgvUZInXSkLE,kpop,185784.0,False,0.736,0.852,5.0,-5.023,0.0,0.118,0.0969,0.0,0.605,0.711,126.002,4.0
624GFxAJcpjixL3vr4Nc22,kpop,184939.0,False,0.765,0.794,0.0,-3.842,0.0,0.0398,0.132,1.42e-05,0.737,0.878,129.987,4.0
1mK907b9W81TiuYCTudkKF,kpop,133746.0,False,0.67,0.85,1.0,-5.678,1.0,0.0445,0.00279,0.251,0.0732,0.698,138.061,4.0
6N6mcIhmjN58QhUuMq47m1,kpop,522933.0,False,0.366,0.635,8.0,-12.321,1.0,0.0549,0.719,0.000629,0.389,0.396,77.529,4.0
4NOasKvxJd9CSSyDJ9C1DQ,kpop,194285.0,False,0.88,0.789,8.0,-5.472,1.0,0.119,0.00454,0.0,0.0823,0.625,104.999,4.0
3mvHbrLEQQwBP508FREpYJ,kpop,207080.0,False,0.748,0.82,7.0,-3.531,1.0,0.0626,0.00739,0.0,0.084,0.781,127.975,4.0
34gc2MkkOSNshikVxBOqlU,kpop,230253.0,False,0.583,0.971,11.0,-2.48,0.0,0.141,0.000205,0.0,0.2,0.543,127.991,4.0
6NV55KaIcQCzORsJZkQ2wr,kpop,241028.0,False,0.493,0.698,6.0,-3.455,1.0,0.118,0.0595,0.000103,0.0619,0.493,98.174,4.0
0nQ4tCu1CQTODteL37Wksb,kpop,114445.0,False,0.901,0.522,10.0,-9.359,1.0,0.051,0.391,0.0238,0.0748,0.89,131.975,4.0
2nXGXJvHc0GdEi0A5CeZQ2,kpop,184939.0,False,0.765,0.794,0.0,-3.842,0.0,0.0398,0.132,1.42e-05,0.737,0.878,129.987,4.0
0PiKr8hwPKOce7a5nwAd6a,kpop,208979.0,False,0.846,0.888,5.0,-4.129,0.0,0.11,0.15,1.17e-06,0.122,0.908,126.006,4.0
4KsjZAeT9Gt37sXEnmRSTr,kpop,170057.0,True,0.418,0.811,11.0,-3.3,1.0,0.308,0.0196,0.0,0.641,0.55,87.417,4.0
3Tobya6Fe6XjApgSBXhtWa,kpop,48888.0,False,0.649,0.732,2.0,-9.646,1.0,0.06,0.0169,3.23e-05,0.371,0.727,80.944,4.0
79MMMdYL00iwKVHBSAUkLY,kpop,192324.0,False,0.523,0.941,4.0,-4.444,0.0,0.0377,0.0878,0.148,0.106,0.145,120.67,4.0
7zUOVFzkQRybHAH7wkbXUl,kpop,51432.0,False,0.779,0.0668,10.0,-19.526,0.0,0.057,0.984,0.367,0.127,0.961,112.091,4.0
5JvD469hg7VQu2qobOAnuy,kpop,222713.0,False,0.631,0.929,7.0,-3.844,1.0,0.0316,0.00602,0.0,0.261,0.695,121.08,4.0
3MmvQKMKdN3UhVS3eGzJIW,kpop,150449.0,True,0.654,0.724,3.0,-6.59,0.0,0.355,0.106,1.74e-06,0.655,0.717,71.696,4.0
1k4sDS6Ey70L5GJct9yPCW,kpop,160000.0,False,0.693,0.563,8.0,-8.495,1.0,0.356,0.648,4.6e-06,0.13,0.557,83.995,4.0
6Xwlkhn7RY5OrEO5ZP2O8i,kpop,229003.0,False,0.759,0.972,0.0,-4.476,1.0,0.0428,0.168,1.51e-06,0.052,0.892,126.048,4.0
5r9LPrNTm6zZYJhMDiKNY8,kpop,35909.0,False,0.548,0.134,1.0,-21.164,0.0,0.108,0.957,0.0,0.094,0.819,166.019,4.0
4QNnXID7Bi1u7w4CZ7pt8F,kpop,141808.0,False,0.497,0.0479,2.0,-24.82,1.0,0.0322,0.982,0.934,0.112,0.226,129.082,4.0
3igyvg7UJCLnpYN90xpd1K,kpop,206966.0,False,0.803,0.39,7.0,-9.126,1.0,0.155,0.0369,4.72e-05,0.0891,0.589,89.045,4.0
2ndtMKEJs9dUJyUVO9xhgO,kpop,182500.0,True,0.702,0.677,6.0,-6.053,0.0,0.0407,0.053,0.0,0.118,0.174,95.857,4.0
54Jjni92Qtv6OOgdMYA7Q1,kpop,179884.0,False,0.777,0.82,5.0,-5.402,1.0,0.0626,0.231,4.98e-05,0.094,0.93,103.031,4.0
3JeZlEhDwEjfzDpHCVOUMh,kpop,197040.0,False,0.757,0.898,11.0,-1.247,0.0,0.0667,0.0138,0.0,0.0703,0.842,114.949,4.0
4gnoidWIt150GTOncoPovD,kpop,205320.0,False,0.683,0.886,2.0,-2.794,1.0,0.0582,0.0782,0.0,0.165,0.547,125.943,4.0
5M5FbqhEDQuhFeKumZVTjj,kpop,179617.0,True,0.557,0.522,9.0,-13.492,1.0,0.357,0.0632,0.0,0.355,0.365,166.032,4.0
09WPbmLdcBhJPcJwEJc1Yv,kpop,194946.0,False,0.731,0.332,3.0,-10.751,1.0,0.033,0.513,8.15e-06,0.115,0.364,118.042,4.0
0baHuEijbw7b3EY3uZhC3Y,kpop,143421.0,False,0.568,0.0948,6.0,-22.361,1.0,0.0413,0.961,0.962,0.145,0.336,90.501,3.0
5wMXkFJfLYDsrYkabvPxiA,kpop,45290.0,False,0.627,0.465,10.0,-11.878,1.0,0.0299,0.262,0.976,0.202,0.964,106.036,4.0
05z9pq9DHz15inqvhRrfIk,kpop,195500.0,False,0.737,0.875,7.0,-4.004,0.0,0.106,0.196,0.000317,0.165,0.572,119.965,4.0
2KZ1CShivaQbwlZ1hiH0ze,kpop,168653.0,False,0.714,0.586,7.0,-6.736,1.0,0.165,0.00482,0.0,0.0598,0.805,84.903,4.0
1AM0rGV9E7rZFd1BIkvHEj,kpop,47600.0,False,0.637,0.0851,3.0,-19.789,0.0,0.0913,0.989,0.583,0.0697,0.763,120.978,4.0
1GTjXHZ7lo5DISHKEFDbb4,kpop,148709.0,False,0.659,0.745,2.0,-5.884,0.0,0.381,0.662,5.54e-06,0.0861,0.391,159.948,4.0
4TJS09FJyiFBsxkKC1QkS1,kpop,209848.0,False,0.739,0.764,2.0,-3.029,1.0,0.109,0.632,0.000127,0.0548,0.831,175.963,4.0
62k5IUjbFlUeVPdieboItb,kpop,146720.0,False,0.751,0.718,8.0,-7.347,0.0,0.103,0.496,0.0328,0.112,0.659,143.557,4.0
3dkEia15J9NqNWWdzdQa9A,kpop,187533.0,False,0.569,0.894,6.0,-4.45,1.0,0.121,0.0594,0.0,0.192,0.685,147.964,4.0
176BdaNh6HCyTlcJrisu2z,kpop,184508.0,False,0.655,0.839,11.0,-8.89,0.0,0.163,0.38,0.0,0.587,0.852,149.966,4.0
4HU8sRoUtyWNqjL56gE9hm,kpop,47380.0,False,0.512,0.67,7.0,-10.805,0.0,0.0335,0.428,0.79,0.323,0.577,162.171,4.0
1sRQqInj0p7N8XRdgSSNQe,kpop,212120.0,False,0.661,0.881,11.0,-3.451,1.0,0.051,0.0525,0.0,0.224,0.801,149.995,4.0
1z1L3D7aNV2TTE5SDYsh7Y,kpop,109781.0,True,0.492,0.681,5.0,-9.284,0.0,0.195,0.00277,1.08e-05,0.286,0.321,160.062,4.0
6ede6Tky0YYKyUKqKuEpQf,kpop,191661.0,True,0.773,0.745,6.0,-5.113,0.0,0.197,0.00959,0.0,0.0512,0.709,140.997,4.0
11Lg8ec2G5A2m4livozIG9,kpop,192413.0,False,0.679,0.826,1.0,-4.208,1.0,0.324,0.0204,1.91e-06,0.332,0.457,174.042,4.0
24YG5Z8Of1VHovrfXsbvCZ,kpop,228251.0,True,0.578,0.684,0.0,-5.908,1.0,0.191,0.107,0.0,0.49,0.595,106.743,3.0
3Gm7kxH4bckFvDuEv6qicM,kpop,189026.0,False,0.549,0.762,4.0,-8.558,1.0,0.0361,0.534,0.937,0.263,0.574,125.007,4.0
0ZiUhT3rhtIfspNKIZ5YIr,kpop,631562.0,False,0.628,0.578,1.0,-6.058,1.0,0.206,0.122,0.00119,0.0486,0.67,101.559,4.0
5rpkYHBqreIuzSVrYWcNa1,kpop,89612.0,False,0.622,0.0904,9.0,-24.54,1.0,0.0583,0.993,0.897,0.0886,0.655,120.325,4.0
3mYBlzTTRsaeMMe3fJvpt3,kpop,173336.0,False,0.656,0.695,8.0,-5.295,0.0,0.103,0.0824,0.0,0.38,0.589,152.859,4.0
0djSROTMDMZnhMZ1qvQTJ1,kpop,183253.0,True,0.66,0.652,1.0,-5.775,1.0,0.367,0.0664,0.000106,0.0812,0.382,106.875,4.0
